"","IML_wgt_mn","IML_wgt_sd","monthID","date","year","month"
"196",11.7098595428257,0.773285596254475,"2001jun",2001-06-01,2001,6
"197",4.68221574344023,0.522948771345273,"2001mar",2001-03-01,2001,3
"198",7.06331360946746,0.46770921386306,"2001may",2001-05-01,2001,5
"199",11.2893682588598,0.587699024139702,"2001nov",2001-11-01,2001,11
"200",14.8050238563009,0.4,"2001oct",2001-10-01,2001,10
"201",16.6756360371146,0.576743489973062,"2001sep",2001-09-01,2001,9
"202",5.87857841538963,0.60123899576133,"2002apr",2002-04-01,2002,4
"203",17.6100181676616,1.11022579807942,"2002aug",2002-08-01,2002,8
"204",8.08973191704603,0.448356095093576,"2002dec",2002-12-01,2002,12
"205",5.68722840487546,0.590726020137785,"2002feb",2002-02-01,2002,2
"206",6.84033519553073,0.565307262569832,"2002jan",2002-01-01,2002,1
"207",15.0673295454545,0.995845170454546,"2002jul",2002-07-01,2002,7
"208",10.1616924820552,0.703740083112958,"2002jun",2002-06-01,2002,6
"209",5.44058287795993,0.450892531876138,"2002mar",2002-03-01,2002,3
"210",7.99431279620853,0.402815723445776,"2002may",2002-05-01,2002,5
"211",11.79776212184,0.513924575217572,"2002nov",2002-11-01,2002,11
"212",15.1052875695733,0.392269635126778,"2002oct",2002-10-01,2002,10
"213",16.6980792682927,0.510762195121951,"2002sep",2002-09-01,2002,9
"214",4.37458811782327,0.353120319520719,"2003apr",2003-04-01,2003,4
"215",18.0285345050401,1.02646678728354,"2003aug",2003-08-01,2003,8
"216",7.54306839186691,0.412338262476895,"2003dec",2003-12-01,2003,12
"217",4.57876288659794,0.592783505154639,"2003feb",2003-02-01,2003,2
"218",5.93731958762887,0.999381443298969,"2003jan",2003-01-01,2003,1
"219",15.1822157434402,1.27194687398769,"2003jul",2003-07-01,2003,7
"220",9.77509462528388,0.773126419379258,"2003jun",2003-06-01,2003,6
"221",3.41967599410898,0.609955817378498,"2003mar",2003-03-01,2003,3
"222",6.33510699826489,0.51390977443609,"2003may",2003-05-01,2003,5
"223",11.0095431789737,0.552221526908636,"2003nov",2003-11-01,2003,11
"224",14.4703984194929,0.419295357260454,"2003oct",2003-10-01,2003,10
"225",16.1914101436529,0.629610085019056,"2003sep",2003-09-01,2003,9
"226",4.22354399008674,0.484345311854605,"2004apr",2004-04-01,2004,4
"227",16.3890678941312,0.791047180667434,"2004aug",2004-08-01,2004,8
"228",7.9479802513465,0.442010771992819,"2004dec",2004-12-01,2004,12
"229",3.90923276983095,0.411486779367143,"2004feb",2004-02-01,2004,2
"230",6.03338391502276,0.459939301972686,"2004jan",2004-01-01,2004,1
"231",14.4139362490734,1.07853965900667,"2004jul",2004-07-01,2004,7
"232",9.35821247892074,0.535784148397976,"2004jun",2004-06-01,2004,6
"233",3.76319862424764,0.3298796216681,"2004mar",2004-03-01,2004,3
"234",6.54188855339006,0.482185012352457,"2004may",2004-05-01,2004,5
"235",9.43531496062992,0.368700787401575,"2004nov",2004-11-01,2004,11
"236",12.6728771384137,0.445847589424572,"2004oct",2004-10-01,2004,10
"237",15.2703616583358,0.436753895912967,"2004sep",2004-09-01,2004,9
"238",4.89801056885297,0.273360273546783,"2005apr",2005-04-01,2005,4
"239",16.6234819853867,0.894860166288738,"2005aug",2005-08-01,2005,8
"240",8.03259393390675,0.338750565866908,"2005dec",2005-12-01,2005,12
"241",4.27045350435181,0.374576271186441,"2005feb",2005-02-01,2005,2
"242",6.04347319347319,0.671794871794872,"2005jan",2005-01-01,2005,1
"243",13.8723105706268,1.26108512628625,"2005jul",2005-07-01,2005,7
"244",10.3080696928015,1.10091701054562,"2005jun",2005-06-01,2005,6
"245",3.62204871955028,0.3973454091193,"2005mar",2005-03-01,2005,3
"246",6.30273311897106,0.469533762057878,"2005may",2005-05-01,2005,5
"247",10.4720551996057,0.374026614095614,"2005nov",2005-11-01,2005,11
"248",14.3579256965944,0.458668730650155,"2005oct",2005-10-01,2005,10
"249",16.1000528680941,0.581126090404441,"2005sep",2005-09-01,2005,9
"250",5.42090723055935,0.342291950886767,"2006apr",2006-04-01,2006,4
"251",17.3113679245283,0.52752358490566,"2006aug",2006-08-01,2006,8
"252",9.31485148514851,0.359034653465347,"2006dec",2006-12-01,2006,12
"253",5.51116005873715,0.461820851688693,"2006feb",2006-02-01,2006,2
"254",6.23137598597721,0.348948290972831,"2006jan",2006-01-01,2006,1
"255",15.7229266620973,0.839753255654558,"2006jul",2006-07-01,2006,7
"256",11.1881907894737,0.748486842105263,"2006jun",2006-06-01,2006,6
"257",3.95718287314926,0.58047218887555,"2006mar",2006-03-01,2006,3
"258",7.62145161290323,0.457290322580645,"2006may",2006-05-01,2006,5
"259",11.4340704340704,0.391045591045591,"2006nov",2006-11-01,2006,11
"260",14.4139083386378,0.418364099299809,"2006oct",2006-10-01,2006,10
"261",15.9810183790298,0.487405845134077,"2006sep",2006-09-01,2006,9
"262",4.48978040540541,0.654011824324324,"2007apr",2007-04-01,2007,4
"263",16.3978330291971,0.705611313868613,"2007aug",2007-08-01,2007,8
"264",7.04258578431373,0.412438725490196,"2007dec",2007-12-01,2007,12
"265",4.476,0.844484848484849,"2007feb",2007-02-01,2007,2
"266",7.55429411764706,0.555705882352941,"2007jan",2007-01-01,2007,1
"267",15.708953722334,0.789000670690812,"2007jul",2007-07-01,2007,7
"268",9.85031371377353,0.611622348371676,"2007jun",2007-06-01,2007,6
"269",4.11793313069909,0.613465045592705,"2007mar",2007-03-01,2007,3
"270",7.11092245311708,0.660111505321845,"2007may",2007-05-01,2007,5
"271",10.4261668172237,0.447877145438121,"2007nov",2007-11-01,2007,11
"272",13.9602107220328,0.567771924387976,"2007oct",2007-10-01,2007,10
"273",15.649456673168,0.426831986625801,"2007sep",2007-09-01,2007,9
"274",4.77955209347614,0.479714378448556,"2008apr",2008-04-01,2008,4
"275",16.335098085559,0.649917277239423,"2008aug",2008-08-01,2008,8
"276",8.45629330254042,0.456177829099307,"2008dec",2008-12-01,2008,12
"277",5.25231958762887,0.337113402061856,"2008feb",2008-02-01,2008,2
"278",6.17596685082873,0.390055248618785,"2008jan",2008-01-01,2008,1
"279",17.0088058705804,0.971347565043362,"2008jul",2008-07-01,2008,7
"280",11.3196206671027,0.88109875735775,"2008jun",2008-06-01,2008,6
"281",4.3347621088727,0.52426060865838,"2008mar",2008-03-01,2008,3
"282",6.53846547314578,0.504168797953964,"2008may",2008-05-01,2008,5
"283",10.8243984600577,0.436381135707411,"2008nov",2008-11-01,2008,11
"284",12.9503306205493,0.336393692777213,"2008oct",2008-10-01,2008,10
"285",15.1893669330055,0.437092808850645,"2008sep",2008-09-01,2008,9
"286",5.24021164021164,0.295985060690943,"2009apr",2009-04-01,2009,4
"287",16.9920581655481,0.811297539149888,"2009aug",2009-08-01,2009,8
"288",9.60844645550528,0.62262443438914,"2009dec",2009-12-01,2009,12
"289",4.69368048533873,0.650505561172902,"2009feb",2009-02-01,2009,2
"290",5.99368421052632,0.574736842105263,"2009jan",2009-01-01,2009,1
"291",14.0541318477252,1.19213865676261,"2009jul",2009-07-01,2009,7
"292",10.6553521687226,0.863788300835655,"2009jun",2009-06-01,2009,6
"293",4.14778076664425,0.562878278412912,"2009mar",2009-03-01,2009,3
"294",7.3567032967033,0.474945054945055,"2009may",2009-05-01,2009,5
"295",10.831315017338,0.433742331288344,"2009nov",2009-11-01,2009,11
"296",13.4567896230239,0.42363194162951,"2009oct",2009-10-01,2009,10
"297",15.2785327720986,0.399488875526158,"2009sep",2009-09-01,2009,9
"298",5.39156839622641,0.380365566037736,"2010apr",2010-04-01,2010,4
"299",17.62345,0.7669,"2010aug",2010-08-01,2010,8
"300",8.21704211557297,0.529872673849167,"2010dec",2010-12-01,2010,12
"301",4.26341689879294,0.476230269266481,"2010feb",2010-02-01,2010,2
"302",5.83020594965675,0.483981693363844,"2010jan",2010-01-01,2010,1
"303",16.7045159083134,0.946595963051659,"2010jul",2010-07-01,2010,7
"304",11.8319333816075,0.874909485879797,"2010jun",2010-06-01,2010,6
"305",5.05344447939604,0.377791758414596,"2010mar",2010-03-01,2010,3
"306",7.60011436413541,0.42804208600183,"2010may",2010-05-01,2010,5
"307",10.7085098476403,0.576328502415459,"2010nov",2010-11-01,2010,11
"308",14.0068975638392,0.412298209568535,"2010oct",2010-10-01,2010,10
"309",15.9825155104343,0.352904681331077,"2010sep",2010-09-01,2010,9
"310",5.01640340218712,0.460712839206156,"2011apr",2011-04-01,2011,4
"311",16.6107005388761,0.827457018219143,"2011aug",2011-08-01,2011,8
"312",9.40680031446541,0.446462264150943,"2011dec",2011-12-01,2011,12
"313",5.39599208312716,0.659376546264226,"2011feb",2011-02-01,2011,2
"314",6.58227848101266,0.687917146144994,"2011jan",2011-01-01,2011,1
"315",14.8094953519256,0.998638778220452,"2011jul",2011-07-01,2011,7
"316",10.5150577557756,0.786303630363036,"2011jun",2011-06-01,2011,6
"317",4.34288299155609,0.689776839565742,"2011mar",2011-03-01,2011,3
"318",7.14742418706613,0.640993788819876,"2011may",2011-05-01,2011,5
"319",10.637341608482,0.4,"2011nov",2011-11-01,2011,11
"320",14.5618415761962,0.396823482106956,"2011oct",2011-10-01,2011,10
"321",16.8538956397427,0.599714081486776,"2011sep",2011-09-01,2011,9
"322",6.40191862388356,0.442375124048958,"2012apr",2012-04-01,2012,4
"323",18.6143264988321,0.804931222424085,"2012aug",2012-08-01,2012,8
"324",9.5320488118176,0.6165061014772,"2012dec",2012-12-01,2012,12
"325",6.39458181818182,0.346072727272727,"2012feb",2012-02-01,2012,2
"326",7.55507411630559,0.439566704675028,"2012jan",2012-01-01,2012,1
"327",16.6603133159269,1.01233681462141,"2012jul",2012-07-01,2012,7
"328",11.4598526113425,0.757417494392823,"2012jun",2012-06-01,2012,6
"329",5.81500559910414,0.411534154535274,"2012mar",2012-03-01,2012,3
"330",8.39014459665145,0.448325722983257,"2012may",2012-05-01,2012,5
"331",11.7475620567376,0.516179078014184,"2012nov",2012-11-01,2012,11
"332",15.4023176936122,0.519389485585076,"2012oct",2012-10-01,2012,10
"333",17.4996765847348,0.564424320827943,"2012sep",2012-09-01,2012,9
"334",5.73797318611987,0.43186119873817,"2013apr",2013-04-01,2013,4
"335",17.3023626227767,0.601460047783382,"2013aug",2013-08-01,2013,8
"336",6.11820987654321,0.56712962962963,"2013feb",2013-02-01,2013,2
"337",7.66111888111888,0.44,"2013jan",2013-01-01,2013,1
"338",17.4079382579934,0.822013965453877,"2013jul",2013-07-01,2013,7
"339",11.7512288786482,0.679915514592934,"2013jun",2013-06-01,2013,6
"340",5.60491247882552,0.487916431394692,"2013mar",2013-03-01,2013,3
"341",7.63546059933407,0.346587125416204,"2013may",2013-05-01,2013,5
"342",16.6143367752184,0.486219221604448,"2013sep",2013-09-01,2013,9
