"","GBS_weighted_mean","GBS_weighted_median","GBS_weighted_min","GBS_weighted_max","GBS_weighted_Std_dev","monthID","date","year","month"
"252",6.38801969001784,6.46128298173319,2.95021987822129,8.86504397564426,0.842329898517744,"2018mar",2018-03-01,2018,3
"253",7.53537,7.447915,5.796875,9.74219,0.604895,"2018may",2018-05-01,2018,5
"254",9.66413,9.672245,6.36624,12.344815,0.916435,"2018nov",2018-11-01,2018,11
"255",15.0677244355484,15.0633506805444,12.3137510008006,17.5641513210568,0.580800816653323,"2018oct",2018-10-01,2018,10
"256",17.726005,17.6875,15.1875,20.875,0.930085,"2018sep",2018-09-01,2018,9
"257",4.47321,4.498055,2.83306,5.61157,0.653245,"2019apr",2019-04-01,2019,4
"258",17.984755,18.09179,14.493055,21.58734,1.17032,"2019aug",2019-08-01,2019,8
"259",6.80821833778789,7.31258174580609,-0.187418254193915,9.80115865794711,1.86235689678703,"2019dec",2019-12-01,2019,12
"260",3.65442725803065,3.86700608859962,0.351138988032753,6.15946357337812,1.11622782490027,"2019feb",2019-02-01,2019,2
"261",5.30792200142053,5.34738379686469,1.12466998122876,7.39491068895541,0.926682900918269,"2019jan",2019-01-01,2019,1
"262",15.663635,15.875,12.375,17.75,0.89368,"2019jul",2019-07-01,2019,7
"263",10.131635,10.125,8.4375,11.875,0.662685,"2019jun",2019-06-01,2019,6
"264",3.355,3.5625,1.625,4.3125,0.659115,"2019mar",2019-03-01,2019,3
"265",6.008235,6.1875,4.1875,7.375,0.726085,"2019may",2019-05-01,2019,5
"266",11.78731,11.84375,10.390625,13.09375,0.427515,"2019nov",2019-11-01,2019,11
"267",13.542995,13.44532,11.690735,16.11087,0.68315,"2019oct",2019-10-01,2019,10
"268",15.78174,15.750445,14.65361,17.86293,0.406075,"2019sep",2019-09-01,2019,9
"269",5.575205,5.5625,4.3125,6.375,0.409435,"2020apr",2020-04-01,2020,4
"270",18.08759,18.25,15.25,19.75,0.73695,"2020aug",2020-08-01,2020,8
"271",9.96370403810001,10.0305646070936,4.25078330617872,12.2801729540043,1.05387323098133,"2020dec",2020-12-01,2020,12
"272",5.87145930368578,5.99789492260374,3.86868476781122,7.24263222911309,0.483843835022437,"2020feb",2020-02-01,2020,2
